Device Info,Time,Longitude,Latitude,IMEI,GlbDa_lTotDst,CEngDsT_t,Air_tCACDs,EnvP_p,EnvT_t,Tra_numGear,FlSys_dvolFlCons,BattU_u,Brk_st,Clth_st,AFS_dm,AFS_mAirPerCylFlt,Air_pCACDs,InjCrv_phiMI1Des,InjCrv_stInjCharActVal_[0],InjUn_stStrt,InjVlv_tiMI1ET,InjVlv_tiPiI1ET,CoETS_stCurrLimActive,EngDa_tiEngOn,Exh_pPFltDiff,ASMod_dmEGFld_[0],ASMod_dmNOxBasLM_mp,ASMod_dmNOxEG,Exh_rNOxNoCat2Ds,Exh_dmNOxNoCat2Ds,Exh_dmNOxNSCDs,MeUn_dvolSet,VehV_v,APP_rFlt,Epm_nEng,InjCtl_qSetUnBal,Rail_pSetPoint,RailP_pFlt,PthSet_trqInrSet,CoVeh_trqAcs,SCRT_tFld_[2],SCR_tUCatUsT,SCRLdG_dmNH3MetAdapDes,DStgy_dmRdcAgDes,MeUn_iActFlt,SCRT_tFld_[0],SCRT_tUCatDsT,SCRFFC_dmNOxUs,SCRMod_dmEstNOxDs,SCRMod_etaEst,UDC_dmRdcAgAct,UDC_mRdcAgDosQntExtdRng,Com_rNOxNoCat2Ds,Com_rNOxNoMCatDs,SCRChk_etaActAvrg1_mp,SCRChk_etaActAvrg2_mp,SCRChk_etaThres1_mp,SCRChk_etaThres2_mp,SCRChk_etaThresAvrg1_mp,SCRChk_etaThresAvrg2_mp,SCRChk_rNOxDsPeakAvrg_mp,SCRChk_rNOxDsPeakAvrgMin_mp,SCRChk_rNOxDsStkDelta_mp,SCRChk_rNOxDsStkDeltaMin_mp,SCRChk_stCond1_mp,SCRChk_stPeakEnaFld_mp,SCRChk_stPeakStM_mp,SCRDev_pUPmp,SCRFBC_facNOxCtl,UDosVlv_ddiBWOpn_mp,UDosVlv_rDyc,T15_st,CoSCR_stSub,SCRRly_flgPs,UPmpMot_tSMHeatrT,UPmpMot_tSMT,UrBackFlowPmp_ratPs,UHtrRly_stPs,UHtrTnk_stPs,UHtrBLDia_uRawDiag_MP,UHtrPLDia_uRawDiag_MP,UHtrSLDia_uRawDiag_MP,UHtrSMDia_uRawDiag_MP,Com_stSensNoCat2Ds,UPmpMot_cntrRstrt_MP,UPmpMot_ratPs,DStgy_stCondDos,DStgy_stMetStgy,DFES_numDFC_[0],DFES_numDFC_[1],DFES_numDFC_[2],DFES_numDFC_[3],DFES_numDFC_[4],DFES_numDFC_[5],DFES_numDFC_[6],DFES_numDFC_[7],DFES_numDFC_[8],DFES_numDFC_[9],ErrLmp_stMIL,DFES_stEntry_[0],DFES_stEntry_[1],DFES_stEntry_[2],DFES_stEntry_[3],DFES_stEntry_[4]
RBCD022002,2017-03-16 15:15:11.0,120.98874,31.83502,867587021006869,34159175.00,81.86,26.06,1021.00,15.36,6.00,8.83,14260.00,0.00,1.00,359.10,1293.30,1831.00,2.81,24.00,0.00,583.60,275.60,0.00,2177249.00,0.00,355.80,36.10,35.70,393.00,60.62,0.00,4780.00,92.68,47.90,2300.00,20.64,1100700.00,1098400.00,141.30,0.00,175.16,183.76,9.15,0.00,915.00,183.76,166.86,59.60,48.41,0.05,0.00,52358.00,228.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4986.00,1.00,297.00,0.00,1.00,15.00,1.00,23.66,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.24,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:15.0,120.98874,31.83502,867587021006869,34159266.00,80.36,25.96,1021.00,15.36,6.00,6.85,14280.00,0.00,1.00,326.30,1178.90,1675.00,2.02,24.00,0.00,567.60,274.80,0.00,2177253.00,0.00,330.10,33.50,33.70,280.00,40.34,0.00,4530.00,92.66,48.45,2298.50,20.94,1110800.00,1111300.00,136.80,0.00,177.36,185.96,7.90,0.00,856.00,186.06,168.86,33.90,38.79,0.05,0.00,52358.00,225.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4989.00,1.00,297.00,0.00,1.00,15.00,1.00,23.66,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.33,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:18.0,120.98802,31.83764,867587021006869,34159355.00,79.96,25.76,1021.00,15.36,6.00,11.54,14260.00,0.00,0.00,376.50,1357.10,1911.00,2.83,24.00,0.00,588.40,263.60,0.00,2177257.00,0.00,384.20,48.60,54.20,347.00,58.22,0.00,5750.00,93.06,56.77,2318.00,30.46,1357100.00,1349200.00,188.80,0.00,179.16,187.66,12.70,0.00,926.00,187.66,171.06,71.00,58.05,0.05,0.00,52358.00,382.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4996.00,1.00,297.00,0.00,1.00,15.00,1.00,23.66,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.43,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:22.0,120.98802,31.83764,867587021006869,34159446.00,80.46,25.66,1021.00,15.26,6.00,6.81,14260.00,0.00,1.00,326.90,1174.40,1663.00,2.07,24.00,0.00,564.80,274.80,0.00,2177260.00,0.00,331.90,33.20,33.30,253.00,36.92,0.00,4620.00,93.37,48.45,2318.50,20.67,1115900.00,1113000.00,134.90,0.00,180.96,188.76,8.20,0.00,857.00,188.76,173.46,33.00,36.92,0.05,0.00,52358.00,223.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5006.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.46,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:25.0,120.98769,31.83897,867587021006869,34159537.00,81.16,25.56,1021.00,15.26,6.00,8.63,14260.00,0.00,1.00,343.80,1239.40,1740.00,2.99,24.00,0.00,580.40,276.00,0.00,2177264.00,0.00,352.60,48.50,51.50,265.00,41.28,0.00,6700.00,93.31,54.37,2321.00,27.65,1325700.00,1323200.00,172.60,0.00,182.56,189.66,11.30,0.00,862.00,189.66,175.76,42.70,45.31,0.05,0.00,52358.00,341.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5013.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.47,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:29.0,120.98769,31.83897,867587021006869,34159628.00,82.16,25.56,1021.00,15.26,6.00,10.37,14260.00,0.00,1.00,369.70,1322.90,1852.00,3.05,24.00,0.00,626.00,266.80,0.00,2177267.00,0.00,377.70,71.30,71.40,297.00,50.26,0.00,6710.00,93.85,57.14,2343.50,30.40,1350300.00,1350800.00,188.20,0.00,184.06,190.26,13.45,0.00,922.00,190.26,178.26,64.99,57.22,0.05,0.00,52358.00,386.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5008.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.32,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:32.0,120.98769,31.83897,867587021006869,34159719.00,83.16,25.76,1021.00,15.16,6.00,7.06,14280.00,0.00,1.00,334.20,1192.20,1685.00,2.13,24.00,0.00,564.80,276.40,0.00,2177271.00,0.00,341.70,41.00,41.40,248.00,37.29,0.00,5270.00,93.98,51.59,2332.00,23.92,1246300.00,1238400.00,157.30,0.00,185.46,190.66,9.75,0.00,893.00,190.66,180.46,53.80,40.17,0.05,0.00,52358.00,271.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4994.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.11,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:36.0,120.98714,31.84165,867587021006869,34159810.00,84.06,25.66,1021.00,15.16,6.00,6.88,14260.00,0.00,1.00,332.20,1183.50,1678.00,2.13,24.00,0.00,562.40,270.80,0.00,2177274.00,0.00,336.80,33.20,33.20,251.00,37.09,0.00,4620.00,93.99,50.11,2331.50,21.68,1147400.00,1158600.00,144.40,0.00,186.56,190.66,8.55,0.00,867.00,190.76,182.56,37.09,35.69,0.05,0.00,52358.00,234.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5005.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.46,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:39.0,120.98714,31.84165,867587021006869,34159902.00,83.96,25.46,1021.00,15.16,6.00,7.21,14260.00,0.00,1.00,334.30,1198.00,1696.00,2.09,24.00,0.00,572.80,275.20,0.00,2177278.00,0.00,340.00,37.10,37.20,242.00,36.29,0.00,4880.00,93.36,49.74,2318.50,22.18,1141900.00,1142200.00,146.90,0.00,187.16,190.36,9.05,0.00,911.00,190.36,184.26,54.10,35.26,0.05,0.00,52358.00,247.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4984.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.41,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:46.0,120.9869,31.84301,867587021006869,34160085.00,80.76,24.86,1021.00,14.96,6.00,7.56,14260.00,0.00,1.00,364.30,1267.30,1789.00,2.26,24.00,0.00,570.80,272.40,0.00,2177285.00,0.00,363.40,36.60,36.60,376.00,59.33,0.00,4970.00,95.75,50.67,2380.50,21.76,1185600.00,1178200.00,146.60,0.00,188.46,189.86,10.60,0.00,877.00,189.86,187.06,39.20,52.02,0.05,0.00,52358.00,233.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5011.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.35,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:50.0,120.98669,31.84441,867587021006869,34160178.00,80.06,24.56,1021.00,14.96,6.00,10.03,14260.00,0.00,1.00,384.60,1339.20,1872.00,3.14,24.00,0.00,619.20,262.40,0.00,2177288.00,0.00,396.30,81.90,82.00,343.00,60.64,0.00,7510.00,96.11,60.85,2396.50,33.01,1497500.00,1501600.00,204.00,0.00,188.76,189.66,14.40,0.00,952.00,189.76,187.96,78.10,67.77,0.05,0.00,52358.00,425.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4999.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.33,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:53.0,120.98669,31.84441,867587021006869,34160272.00,80.46,24.56,1021.00,14.96,6.00,9.30,14260.00,0.00,1.00,376.70,1309.00,1824.00,3.43,24.00,0.00,603.60,268.40,0.00,2177292.00,0.00,386.30,74.20,75.10,335.00,57.38,0.00,7030.00,96.63,59.35,2406.00,31.41,1432500.00,1442100.00,193.60,0.00,189.36,190.26,14.40,0.00,944.00,190.26,188.56,77.00,65.82,0.05,0.00,52358.00,404.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4994.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.20,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:15:57.0,120.9865,31.84581,867587021006869,34160366.00,81.16,24.66,1021.00,14.86,6.00,11.63,14260.00,0.00,1.00,397.80,1372.90,1918.00,3.30,24.00,0.00,630.80,267.20,0.00,2177295.00,0.00,409.90,78.20,78.70,401.00,72.31,0.00,7680.00,97.20,63.07,2422.00,34.44,1507800.00,1508100.00,212.20,0.00,189.96,191.06,14.55,0.00,963.00,191.06,188.86,89.80,76.09,0.05,0.00,52358.00,431.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5006.00,1.00,297.00,0.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.48,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:04.0,120.98634,31.84723,867587021006869,34160555.00,83.26,24.96,1021.00,14.76,6.00,14.22,14260.00,0.00,1.00,406.80,1396.00,1961.00,3.74,24.00,0.00,663.60,261.20,0.00,2177302.00,0.00,419.20,102.20,103.30,491.00,90.21,0.00,9000.00,97.88,68.99,2434.50,40.29,1600000.00,1601700.00,241.30,0.00,191.46,193.76,14.85,0.00,1011.00,193.86,189.16,114.89,96.47,0.05,0.00,52358.00,513.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4992.00,1.00,297.00,0.00,1.00,15.00,1.00,23.66,31.16,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.13,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:07.0,120.98621,31.84866,867587021006869,34160651.00,84.26,25.06,1021.00,14.56,6.00,10.53,14260.00,0.00,0.00,402.00,1370.80,1910.00,3.41,24.00,0.00,618.40,264.00,0.00,2177306.00,0.00,415.00,79.50,79.50,438.00,79.84,0.00,7260.00,98.70,59.74,2451.50,31.18,1442000.00,1442100.00,190.80,0.00,192.46,195.66,14.30,0.00,951.00,195.76,189.36,83.50,81.46,0.05,0.00,52358.00,416.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4998.00,1.00,297.00,0.00,1.00,15.00,1.00,23.66,31.16,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.33,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:11.0,120.98621,31.84866,867587021006869,34160747.00,84.06,25.36,1021.00,14.56,6.00,13.62,14260.00,0.00,0.00,417.90,1401.50,1964.00,4.15,24.00,0.00,655.60,258.80,0.00,2177309.00,0.00,429.50,108.40,108.30,486.00,92.32,0.00,8460.00,100.07,66.22,2494.50,36.39,1576600.00,1566600.00,220.90,0.00,193.86,198.16,14.50,0.00,988.00,198.26,189.86,103.30,96.81,0.05,0.00,52358.00,486.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4999.00,1.00,297.00,0.00,1.00,15.00,1.00,23.66,31.16,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.19,1050495.00,0.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:14.0,120.98621,31.84866,867587021006869,34160845.00,82.06,25.66,1021.00,14.56,6.00,7.58,14260.00,0.00,0.00,383.30,1281.70,1799.00,2.18,24.00,0.00,541.20,272.40,0.00,2177313.00,0.00,386.90,37.70,37.80,324.00,54.64,0.00,5100.00,100.17,49.94,2481.50,18.71,1215100.00,1217300.00,114.60,0.00,195.76,201.16,12.30,66.40,869.00,201.26,190.56,29.80,50.41,0.05,66.70,52358.00,231.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4988.00,1.00,276.00,4.48,1.00,15.00,1.00,23.66,31.16,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,24.29,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:18.0,120.98609,31.85156,867587021006869,34160942.00,80.66,25.66,1021.00,14.56,6.00,7.85,14260.00,0.00,0.00,380.90,1284.70,1802.00,3.16,24.00,0.00,578.80,270.40,0.00,2177316.00,0.00,395.20,66.60,68.80,256.00,45.00,0.00,6710.00,99.50,56.95,2478.50,27.95,1391400.00,1391600.00,170.10,0.00,197.96,204.66,12.85,69.70,931.00,204.76,191.46,69.00,52.57,0.05,69.80,52358.00,356.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4997.00,1.00,271.00,4.53,1.00,15.00,1.00,23.66,31.16,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.69,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:21.0,120.98609,31.85156,867587021006869,34161039.00,80.46,25.66,1021.00,14.56,6.00,7.92,14260.00,0.00,0.00,389.20,1296.10,1817.00,2.18,24.00,0.00,550.80,272.00,0.00,2177320.00,0.00,395.30,42.80,42.80,284.00,49.33,0.00,5290.00,100.59,51.76,2502.00,20.61,1262800.00,1258000.00,134.80,0.00,200.36,207.96,11.25,61.00,885.00,208.06,192.86,38.19,45.28,0.06,61.00,52358.00,233.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4991.00,1.00,278.00,4.02,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,24.14,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:25.0,120.98606,31.85304,867587021006869,34161136.00,80.96,25.56,1021.00,14.46,6.00,7.22,14260.00,0.00,0.00,380.50,1270.90,1779.00,2.20,24.00,0.00,536.80,275.60,0.00,2177323.00,0.00,385.40,36.60,36.10,229.00,38.93,0.00,5390.00,100.31,51.04,2492.00,20.16,1246300.00,1244900.00,132.00,0.00,202.46,210.76,10.45,56.60,885.00,210.76,194.46,37.00,36.02,0.08,55.80,52358.00,221.00,0.00,0.64,0.64,0.01,0.00,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4991.00,1.00,280.00,3.75,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,24.05,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:29.0,120.98606,31.85304,867587021006869,34161234.00,82.06,25.56,1021.00,14.56,6.00,7.27,14280.00,0.00,0.00,373.90,1260.10,1769.00,2.22,24.00,0.00,537.60,270.40,0.00,2177327.00,0.00,379.20,36.70,36.80,220.00,36.79,0.00,5240.00,99.45,51.04,2463.00,20.59,1223400.00,1222100.00,134.60,0.00,204.46,212.56,10.00,53.90,882.00,212.56,196.46,36.80,33.25,0.10,53.80,52358.00,218.00,0.00,0.64,0.64,0.01,0.01,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4995.00,1.00,275.00,4.00,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,24.16,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:32.0,120.98607,31.8545,867587021006869,34161331.00,83.16,25.36,1021.00,14.56,6.00,9.96,14260.00,0.00,0.00,391.30,1338.80,1866.00,3.45,24.00,0.00,590.00,269.20,0.00,2177330.00,0.00,403.50,68.40,67.50,274.00,49.28,0.00,6810.00,98.27,56.59,2443.00,28.29,1373900.00,1373700.00,171.80,0.00,205.86,213.16,12.20,66.10,938.00,213.16,198.86,68.40,49.91,0.12,65.80,52358.00,346.00,0.00,0.64,0.64,0.02,0.01,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5017.00,1.00,284.00,4.43,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.76,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:36.0,120.98607,31.8545,867587021006869,34161426.00,84.16,25.36,1021.00,14.56,6.00,9.97,14280.00,0.00,0.00,395.90,1352.60,1893.00,3.45,24.00,0.00,593.20,264.00,0.00,2177334.00,0.00,404.40,72.20,72.20,351.00,62.67,0.00,6920.00,97.99,57.14,2435.50,29.28,1374500.00,1376900.00,177.00,0.00,207.06,212.76,12.55,68.60,974.00,212.76,201.46,83.90,58.83,0.14,66.40,52358.00,364.00,0.00,0.64,0.64,0.02,0.01,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4996.00,1.00,268.00,4.86,1.00,15.00,1.00,23.86,30.86,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,24.05,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:39.0,120.98612,31.85593,867587021006869,34161522.00,84.06,25.36,1021.00,14.56,6.00,11.19,14260.00,0.00,0.00,404.50,1375.70,1924.00,3.41,24.00,0.00,620.00,262.40,0.00,2177337.00,0.00,413.40,82.20,82.10,407.00,74.38,0.00,7730.00,98.66,60.85,2453.50,31.55,1442400.00,1458400.00,187.70,0.00,207.96,211.86,12.35,66.90,940.00,211.76,204.16,73.80,69.42,0.15,67.40,52358.00,395.00,0.00,0.64,0.64,0.02,0.01,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5016.00,1.00,284.00,4.34,1.00,15.00,1.00,23.86,31.16,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.82,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:46.0,120.98619,31.85738,867587021006869,34161714.00,80.96,25.86,1021.00,14.46,6.00,8.39,14260.00,0.00,0.00,390.70,1310.00,1841.00,2.22,24.00,0.00,552.40,272.00,0.00,2177344.00,0.00,394.70,42.70,42.80,326.00,56.03,0.00,5490.00,99.94,52.89,2480.00,22.10,1256300.00,1258000.00,145.10,0.00,208.86,209.56,9.50,51.50,896.00,209.56,208.26,42.70,46.27,0.16,51.40,52358.00,248.00,0.00,0.64,0.64,0.02,0.01,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,4985.00,1.00,266.00,3.25,1.00,15.00,1.00,23.86,31.16,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,24.05,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:50.0,120.9863,31.85884,867587021006869,34161812.00,80.46,26.26,1021.00,14.46,6.00,8.91,14260.00,0.00,0.00,384.40,1295.50,1811.00,3.10,24.00,0.00,552.00,266.80,0.00,2177348.00,0.00,399.20,59.20,59.90,233.00,41.63,0.00,6470.00,100.03,55.65,2487.00,25.37,1394000.00,1396500.00,161.90,0.00,209.46,209.56,10.45,56.10,924.00,209.56,209.36,59.19,43.68,0.17,56.30,52358.00,298.00,0.00,0.64,0.64,0.02,0.01,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5006.00,1.00,284.00,3.74,1.00,15.00,1.00,23.86,31.16,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,24.15,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
RBCD022002,2017-03-16 15:16:53.0,120.9863,31.85884,867587021006869,34161909.00,80.86,26.56,1021.00,14.46,6.00,8.70,14260.00,0.00,0.00,397.50,1320.00,1851.00,2.57,24.00,0.00,554.40,270.80,0.00,2177351.00,0.00,404.10,51.40,52.00,281.00,50.03,0.00,5840.00,100.79,54.75,2511.00,23.66,1332900.00,1339400.00,153.40,0.00,209.66,209.56,9.55,50.90,909.00,209.56,209.96,51.59,44.62,0.17,51.40,52358.00,260.00,0.00,0.64,0.64,0.03,0.01,0.18,0.08,0.00,0.00,0.00,0.00,0.00,509.00,0.00,5011.00,1.00,288.00,3.41,1.00,15.00,1.00,23.86,31.16,0.00,1.00,0.00,4999.80,4999.80,4999.80,4999.80,85.00,0.00,23.92,1050623.00,1.00,163.00,691.00,163.00,108.00,302.00,691.00,163.00,691.00,163.00,691.00,0.00,1.00,1.00,1.00,1.00,129.00
