Device Info,Time,Longitude,Latitude,IMEI,EnvT_t,EngDa_tiEngOn,GlbDa_lTotDst,FlSys_dvolFlCons,FBR_qArr_[0],FBR_qArr_[1],FBR_qArr_[2],FBR_qArr_[3],FBR_qArr_[4],FBR_qArr_[5],DIUMPR_rValRatMin_[7],AFS_dm,AirCtl_mActVal_mp,EGRVlv_rAct,Air_tCACDs,Air_pIntkVUs,PCR_pActVal_mp,CEngDsT_t,APP_rFlt_mp,Epm_nEng,VehV_v,InjCtl_qSetUnBal,TCD_tqPahSet_f,CoETS_stCurrLimActive,Rail_pSetPoint,RailP_pFlt,MeUn_iActFlt,PRV_st,CoEOM_stOpModeAct,Exh_tOxiCatUs,Exh_tPFltUs,ETCtl_dmFuOpnLop,ETCtl_st,ETCtl_dmFuStFdbk,ETCtl_tObsvrCor,DPM_rSV,HCIMon_dqAct,ETCtl_tAdpnCatDs,ETCtl_tOutrDes,PFltPOp_stEngPOp,ASMod_dmSotEngNrm2_mp,ASMod_dmSotEngNrm_mp,PFltLd_dmSotSimRgnNO2_mp,PFltLd_dmSotSimRgnThr_mp,PFltLd_dmSotSim,PFltLd_mSotSim,PFltLd_mSot,ASMod_dmEGFld_[0],EGRClg_etaCalc_mp,CAClg_etaCalcB2_mp,Exh_pFltPPFltDiff,Exh_iPPDsIDEFild,ChrSet_facDynDetnBoostP_mp,ChrSet_facPrioLamO2Wght_mp,InjCrv_phiMI1Des,Exh_tAdapTOxiCatUs,Exh_tAdapTPFltUs,HCICtl_stInjOn,ETCtl_tBrickLstMdl_mp,PFlt_tOutrDes,CoHCI_st,HCIMon_pAbsHDVDsP,HCIMon_pAbsHDVUsP,DPM_tFltHDVUsT,HCDosVlv_rPs,HCIMon_stPurgOn,HCIMon_stRgnReq,HCIMon_stSysTst,HCIPOD_tiTotOpHrs,HCIPOD_stDFCEvln,UDC_dmRdcAgAct,SCR_tUCatUsT,SCR_tUCatDsT,ASMod_dmNOxEG,Com_rNOxNoCat2Ds,Com_rNOxNoMCatDs,SCRMod_rNO2NOx,SCRMod_etaEst,SCRFBC_facNOxCtl,SCRAd_stStMAdv,UDC_mRdcAgDosQnt,SCRAd_facQtyAdap,CoSCR_st,CoSCR_stSub,SCR_pUPmpP,SCR_rUTnkLvl,SCR_tUTnkT,UDosVlv_rPs,UPmpMot_rPs,URevVlv_stPs,DFES_numDFC_[3],DFES_numDFC_[4],DFES_numDFC_[5],DFES_numDFC_[6]
RBCD025015,2017-02-23 14:30:05.0,0.0,0.0,864049025991557,4.76,719355.00,9348402.00,3.81,0.00,0.00,0.00,0.00,0.00,0.00,8.00,273.75,2530.00,-0.04,5.66,1005.00,1012.00,7.56,0.00,602.50,0.00,29.18,332.10,0.00,498000.00,505000.00,1439.00,2.00,1048577.00,58.86,50.16,0.00,32.00,0.00,0.00,0.00,0.00,38.66,50.26,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,276.50,1.03,-0.34,1.00,0.00,0.00,0.00,2.64,58.86,50.36,0.00,67.16,643.86,1.00,1012.00,1238.00,3.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,23.96,5.66,17.30,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,33.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:09.0,0.0,0.0,864049025991557,4.76,719359.00,9348402.00,3.82,0.00,0.00,0.00,0.00,0.00,0.00,8.00,272.75,2521.00,-0.20,5.66,1003.00,1010.00,7.86,0.00,601.00,0.00,29.28,325.80,0.00,497000.00,500000.00,1441.00,2.00,1048577.00,58.86,50.56,0.00,32.00,0.00,0.00,0.00,0.00,39.16,50.56,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,276.00,1.03,-0.33,1.00,0.00,0.00,0.00,2.64,58.96,50.56,0.00,67.26,643.86,1.00,1013.00,1240.00,3.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.06,6.36,17.10,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,33.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:13.0,0.0,0.0,864049025991557,4.76,719363.00,9348402.00,3.74,0.00,0.00,0.00,0.00,0.00,0.00,8.00,271.50,2511.50,-0.04,5.56,1004.00,1011.00,7.96,0.00,600.50,0.00,28.12,320.40,0.00,495400.00,487800.00,1440.00,2.00,1048577.00,59.16,50.86,0.00,32.00,0.00,0.00,0.00,0.00,39.46,50.96,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,274.25,1.03,-0.32,1.00,0.00,0.00,0.00,2.66,59.26,51.06,0.00,67.36,643.86,1.00,1013.00,1250.00,3.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.06,7.36,16.80,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:17.0,0.0,0.0,864049025991557,4.76,719367.00,9348402.00,3.73,0.00,0.00,0.00,0.00,0.00,0.00,8.00,271.75,2524.50,-0.20,5.46,1004.00,1011.00,8.16,0.00,598.00,0.00,29.34,326.40,0.00,494400.00,500000.00,1441.00,2.00,1048577.00,59.26,51.36,0.00,32.00,0.00,0.00,0.00,0.00,39.76,51.46,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,274.00,1.03,-0.31,1.00,0.00,0.00,0.00,2.66,59.36,51.76,0.00,67.46,643.96,1.00,1013.00,1252.00,3.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.16,9.16,17.00,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,33.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:21.0,0.0,0.0,864049025991557,4.76,719371.00,9348402.00,3.83,0.00,0.00,0.00,0.00,0.00,0.00,8.00,272.75,2535.50,-0.20,5.66,1005.00,1011.00,8.36,0.00,598.00,0.00,29.36,326.90,0.00,496000.00,490400.00,1440.00,2.00,1048577.00,59.46,52.46,0.00,32.00,0.00,0.00,0.00,0.00,39.96,52.56,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,273.50,1.03,-0.30,1.00,0.00,0.00,0.00,2.66,59.46,52.56,0.00,67.56,643.86,1.00,1013.00,1262.00,3.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.26,11.86,16.90,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:25.0,0.0,0.0,864049025991557,4.76,719375.00,9348402.00,3.74,0.00,0.00,0.00,0.00,0.00,0.00,8.00,271.00,2523.50,-0.04,5.66,1004.00,1011.00,8.66,0.00,598.00,0.00,29.26,328.30,0.00,491200.00,490400.00,1441.00,2.00,1048577.00,60.26,52.26,0.00,32.00,0.00,0.00,0.00,0.00,40.26,52.16,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,274.75,1.03,-0.30,1.00,0.00,0.00,0.00,2.68,60.66,52.16,0.00,67.66,643.96,1.00,1013.00,1265.00,3.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.26,16.46,16.80,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:29.0,0.0,0.0,864049025991557,4.76,719379.00,9348402.00,3.74,0.00,0.00,0.00,0.00,0.00,0.00,8.00,270.75,2514.50,-0.04,5.66,1003.00,1011.00,8.76,0.00,595.50,0.00,29.02,321.70,0.00,492200.00,492800.00,1440.00,2.00,1048577.00,60.86,52.06,0.00,32.00,0.00,0.00,0.00,0.00,40.46,52.26,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,274.00,1.04,-0.28,1.00,0.00,0.00,0.00,2.68,60.96,52.26,0.00,67.76,643.96,1.00,1013.00,1278.00,3.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.26,20.36,16.80,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,33.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:33.0,0.0,0.0,864049025991557,4.76,719383.00,9348402.00,3.71,0.00,0.00,0.00,0.00,0.00,0.00,8.00,271.00,2534.00,0.11,5.66,1004.00,1011.00,8.96,0.00,593.50,0.00,29.40,327.00,0.00,491200.00,485400.00,1441.00,2.00,1048577.00,60.76,52.66,0.00,32.00,0.00,0.00,0.00,0.00,40.66,52.66,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,272.00,1.04,-0.28,1.00,0.00,0.00,0.00,2.68,60.76,52.66,0.00,67.76,643.96,1.00,1013.00,1278.00,3.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.36,23.86,16.70,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,33.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:37.0,0.0,0.0,864049025991557,4.76,719387.00,9348402.00,3.77,0.00,0.00,0.00,0.00,0.00,0.00,8.00,270.00,2529.00,0.11,5.66,1004.00,1010.00,9.16,0.00,594.50,0.00,29.46,327.10,0.00,489800.00,495200.00,1441.00,2.00,1048577.00,60.76,52.86,0.00,32.00,0.00,0.00,0.00,0.00,40.86,52.86,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,273.75,1.04,-0.28,1.00,0.00,0.00,0.00,2.70,60.76,52.86,0.00,67.86,644.06,1.00,1013.00,1288.00,3.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.46,27.16,16.60,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,33.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:41.0,0.0,0.0,864049025991557,4.76,719391.00,9348402.00,3.73,0.00,0.00,0.00,0.00,0.00,0.00,8.00,269.50,2522.00,0.11,5.66,1003.00,1011.00,9.36,0.00,593.00,0.00,28.74,324.10,0.00,488600.00,480600.00,1441.00,2.00,1048577.00,60.86,53.06,0.00,32.00,0.00,0.00,0.00,0.00,41.06,52.96,1.00,0.10,0.10,0.00,0.00,0.10,6.86,6.86,271.75,1.04,-0.27,1.00,0.00,0.00,0.00,2.70,61.36,52.76,0.00,68.06,643.96,1.00,1013.00,1291.00,3.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.46,31.16,16.30,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:45.0,0.0,0.0,864049025991557,4.76,719395.00,9348402.00,3.71,0.00,0.00,0.00,0.00,0.00,0.00,8.00,269.00,2524.00,-0.04,5.66,1004.00,1011.00,9.56,0.00,592.50,0.00,29.38,323.30,0.00,489200.00,478200.00,1442.00,2.00,1048577.00,62.06,52.66,0.00,32.00,0.00,0.00,0.00,0.00,41.26,52.66,1.00,0.09,0.09,0.00,0.00,0.10,6.86,6.86,271.00,1.04,-0.25,1.00,0.00,0.00,0.00,2.70,62.46,52.66,0.00,68.26,644.06,1.00,1013.00,1303.00,3.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.36,34.16,16.40,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:49.0,0.0,0.0,864049025991557,4.76,719399.00,9348402.00,3.75,0.00,0.00,0.00,0.00,0.00,0.00,8.00,268.50,2523.50,0.11,5.66,1005.00,1011.00,9.76,0.00,591.50,0.00,28.94,325.80,0.00,487200.00,483000.00,1441.00,2.00,1048577.00,61.66,53.06,0.00,32.00,0.00,0.00,0.00,0.00,41.46,53.16,1.00,0.09,0.09,0.00,0.00,0.09,6.86,6.86,270.75,1.04,-0.24,1.00,0.00,0.00,0.00,2.72,61.56,53.16,0.00,68.46,644.06,1.00,1013.00,1304.00,3.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.46,36.36,16.00,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,33.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:53.0,0.0,0.0,864049025991557,4.76,719403.00,9348402.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,8.00,200.75,1890.00,88.87,5.66,1002.00,1007.00,9.96,0.00,589.50,0.00,28.26,316.80,0.00,485200.00,492800.00,1442.00,2.00,1048577.00,61.66,53.26,0.00,32.00,0.00,0.00,0.00,0.00,44.66,53.36,1.00,0.09,0.09,0.00,0.00,0.09,6.86,6.86,199.50,1.03,-0.24,1.00,0.00,0.00,0.00,2.70,61.46,53.26,0.00,68.56,644.06,1.00,1013.00,1316.00,3.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.56,38.26,11.30,3076.00,3076.00,0.25,0.33,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:30:57.0,0.0,0.0,864049025991557,4.76,719407.00,9348402.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,8.00,195.00,1837.50,90.86,5.66,999.00,1002.00,10.06,0.00,589.50,0.00,28.40,320.90,0.00,485400.00,485400.00,1443.00,2.00,1048577.00,61.06,53.36,0.00,32.00,0.00,0.00,0.00,0.00,49.06,53.36,1.00,0.12,0.12,0.00,0.00,0.14,6.86,6.86,184.00,1.01,-0.24,2.00,0.00,0.83,0.00,2.55,60.96,53.36,0.00,68.86,643.36,1.00,1013.00,1317.00,3.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.66,39.96,25.70,3076.00,3076.00,0.28,0.34,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:01.0,0.0,0.0,864049025991557,4.76,719411.00,9348402.00,13.60,0.00,0.00,0.00,0.00,0.00,0.00,8.00,654.50,2624.50,20.41,5.76,1219.00,1250.00,10.36,40.45,1411.50,0.00,49.72,553.80,0.00,1234200.00,1228400.00,1349.00,2.00,1048577.00,65.06,53.66,0.00,32.00,0.00,0.00,0.00,0.00,46.26,53.66,1.00,0.24,0.24,0.00,0.00,0.24,6.86,6.86,756.25,0.99,-0.32,6.00,0.00,0.22,0.00,9.23,67.46,54.06,0.00,72.96,639.86,1.00,1013.00,1328.00,3.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,24.86,41.76,63.10,3076.00,3076.00,0.30,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:05.0,0.0,0.0,864049025991557,4.76,719415.00,9348402.00,14.90,0.00,0.00,0.00,0.00,0.00,0.00,8.00,655.25,2445.50,19.95,5.66,1249.00,1283.00,10.76,42.77,1493.00,0.00,45.92,504.30,0.00,1233200.00,1238200.00,1364.00,2.00,1048577.00,72.66,54.66,0.00,32.00,0.00,0.00,0.00,0.00,51.56,54.66,1.00,0.23,0.23,0.00,0.00,0.23,6.87,6.87,670.25,0.98,-1.23,5.00,0.00,0.28,0.00,8.53,74.26,54.66,0.00,73.46,639.86,1.00,1013.00,1337.00,3.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,25.66,43.26,70.10,3076.00,3076.00,0.28,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:09.0,0.0,0.0,864049025991557,4.76,719419.00,9348402.00,15.21,0.00,0.00,0.00,0.00,0.00,0.00,8.00,661.00,2362.50,26.72,5.66,1261.00,1300.00,11.16,45.94,1567.00,0.00,47.40,503.20,0.00,1291600.00,1296800.00,1356.00,2.00,1048577.00,77.96,55.06,0.00,32.00,0.00,0.00,0.00,0.00,55.16,55.06,1.00,0.25,0.25,0.00,0.00,0.25,6.87,6.87,696.00,0.97,-4.00,5.00,0.00,0.27,0.00,9.87,79.16,55.46,0.00,73.66,639.56,1.00,1013.00,1348.00,3.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,26.66,44.76,72.50,3076.00,3076.00,0.30,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:13.0,0.0,0.0,864049025991557,4.76,719423.00,9348402.00,14.75,0.00,0.00,0.00,0.00,0.00,0.00,8.00,636.75,2283.00,32.56,5.66,1252.00,1280.00,11.66,44.48,1549.00,0.00,44.14,475.00,0.00,1262600.00,1265000.00,1362.00,2.00,1048577.00,82.26,56.56,0.00,32.00,0.00,0.00,0.00,0.00,57.46,56.56,1.00,0.23,0.23,0.00,0.00,0.23,6.87,6.87,647.50,0.96,4.00,5.00,0.00,0.30,0.00,9.10,83.06,56.66,0.00,74.46,639.76,1.00,1012.00,1360.00,3.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,27.66,46.16,66.20,3076.00,3076.00,0.30,0.25,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:17.0,0.0,0.0,864049025991557,4.76,719427.00,9348402.00,14.80,0.00,0.00,0.00,0.00,0.00,0.00,8.00,635.50,2276.50,34.72,5.76,1249.00,1282.00,12.36,44.45,1550.00,0.00,44.22,474.60,0.00,1262400.00,1265000.00,1363.00,2.00,1048577.00,86.66,57.46,0.00,32.00,0.00,0.00,0.00,0.00,59.36,57.76,1.00,0.24,0.24,0.00,0.00,0.24,6.87,6.87,646.25,0.96,4.00,5.00,0.00,0.30,0.00,9.12,87.46,58.06,0.00,77.06,639.66,1.00,1012.00,1378.00,3.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,28.86,47.96,64.70,3076.00,3076.00,0.31,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:21.0,0.0,0.0,864049025991557,4.86,719431.00,9348402.00,14.67,0.00,0.00,0.00,0.00,0.00,0.00,8.00,633.00,2266.50,35.18,5.76,1248.00,1282.00,12.86,44.45,1554.00,0.00,43.70,467.50,0.00,1262600.00,1270000.00,1364.00,2.00,1048577.00,89.46,58.76,0.00,32.00,0.00,0.00,0.00,0.00,61.06,58.86,1.00,0.24,0.24,0.00,0.00,0.24,6.87,6.87,645.75,0.95,3.66,5.00,0.00,0.30,0.00,9.16,90.06,59.16,0.00,79.96,639.66,1.00,1012.00,1391.00,3.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,29.76,49.46,65.00,3076.00,3076.00,0.31,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:25.0,0.0,0.0,864049025991557,4.76,719435.00,9348402.00,14.59,0.00,0.00,0.00,0.00,0.00,0.00,8.00,614.25,2452.00,-0.04,5.86,1165.00,1197.00,13.66,0.42,1067.50,0.00,0.00,0.10,0.00,682000.00,1047600.00,1629.00,2.00,1048577.00,91.76,60.56,0.00,32.00,0.00,0.00,0.00,0.00,61.56,60.56,1.00,0.10,0.09,0.00,0.00,0.09,6.87,6.87,308.25,0.92,3.36,2.00,0.00,0.00,0.00,2.53,91.86,60.76,0.00,82.56,643.66,1.00,1012.00,1406.00,3.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,30.66,50.86,16.80,3076.00,3076.00,0.25,0.32,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:29.0,0.0,0.0,864049025991557,4.76,719439.00,9348402.00,3.17,0.00,0.00,0.00,0.00,0.00,0.00,8.00,263.25,2545.50,-0.20,5.76,1019.00,1025.00,14.06,0.00,572.50,0.00,25.46,283.40,0.00,462200.00,448800.00,1447.00,2.00,1048577.00,89.56,62.36,0.00,32.00,0.00,0.00,0.00,0.00,59.66,62.56,1.00,0.09,0.09,0.00,0.00,0.09,6.87,6.87,259.25,0.87,3.90,1.00,0.00,0.00,0.00,2.75,88.56,62.86,0.00,83.86,644.26,1.00,1013.00,1419.00,3.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,31.16,52.36,10.30,3076.00,3076.00,0.25,0.32,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:33.0,0.0,0.0,864049025991557,4.76,719443.00,9348402.00,3.13,0.00,0.00,0.00,0.00,0.00,0.00,8.00,190.75,1849.00,97.49,5.86,1003.00,1006.00,14.46,0.00,573.00,0.00,25.56,285.00,0.00,461200.00,456200.00,1445.00,2.00,1048577.00,86.16,63.16,0.00,32.00,0.00,0.00,0.00,0.00,64.36,63.16,1.00,0.09,0.09,0.00,0.00,0.09,6.87,6.87,192.50,0.92,4.00,1.00,0.00,0.00,0.00,2.77,85.76,63.16,0.00,84.96,644.46,1.00,1013.00,1441.00,3.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,31.36,53.66,9.10,3076.00,3076.00,0.25,0.32,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:37.0,0.0,0.0,864049025991557,4.76,719447.00,9348402.00,3.15,0.00,0.00,0.00,0.00,0.00,0.00,8.00,189.50,1838.50,97.94,5.86,1002.00,1005.00,14.56,0.00,572.50,0.00,25.40,286.10,0.00,461800.00,456200.00,1445.00,2.00,1048577.00,84.06,63.86,0.00,32.00,0.00,0.00,0.00,0.00,67.46,63.86,1.00,0.09,0.09,0.00,0.00,0.09,6.87,6.87,190.75,0.94,-4.00,1.00,0.00,0.00,0.00,2.79,83.76,64.36,0.00,85.76,644.46,1.00,1013.00,1454.00,3.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,31.26,54.46,8.90,3076.00,3076.00,0.25,0.32,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:41.0,0.0,0.0,864049025991557,4.76,719451.00,9348402.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,8.00,187.50,1822.50,98.24,5.86,1001.00,1003.00,14.86,0.00,570.50,0.00,25.54,288.00,0.00,458800.00,458600.00,1445.00,2.00,1048577.00,82.36,64.96,0.00,32.00,0.00,0.00,0.00,0.00,69.66,64.96,1.00,0.09,0.09,0.00,0.00,0.09,6.87,6.87,186.25,0.95,-2.91,1.00,0.00,0.01,0.00,2.42,81.86,65.06,0.00,86.66,641.16,1.00,1013.00,1465.00,3.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,31.16,55.26,13.20,3076.00,3076.00,0.25,0.32,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:45.0,0.0,0.0,864049025991557,4.76,719455.00,9348402.00,10.04,0.00,0.00,0.00,0.00,0.00,0.00,8.00,423.75,2068.00,9.64,5.86,1053.00,1074.00,15.06,26.26,1175.00,0.00,37.84,427.30,0.00,989200.00,988800.00,1382.00,2.00,1048577.00,81.56,65.26,0.00,32.00,0.00,0.00,0.00,0.00,65.96,65.46,1.00,0.17,0.17,0.00,0.00,0.17,6.87,6.87,526.00,0.98,-1.74,4.00,0.00,0.10,0.00,3.10,82.26,65.56,0.00,90.66,649.26,1.00,1012.00,1481.00,3.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,31.06,55.96,31.30,3076.00,3076.00,0.37,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:49.0,0.0,0.0,864049025991557,4.86,719459.00,9348402.00,10.78,0.00,0.00,0.00,0.00,0.00,0.00,8.00,551.00,2354.50,22.88,5.86,1194.00,1217.00,15.36,31.62,1310.50,0.00,38.24,439.50,0.00,1082600.00,1074400.00,1374.00,2.00,1048577.00,86.06,66.96,0.00,32.00,0.00,0.00,0.00,0.00,62.76,67.06,1.00,0.21,0.21,0.00,0.00,0.21,6.87,6.87,556.25,0.98,-2.06,4.00,0.00,0.14,0.00,4.39,87.46,67.36,0.00,95.76,647.56,1.00,1012.00,1495.00,3.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,31.46,56.56,31.70,3076.00,3076.00,0.36,0.28,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:53.0,0.0,0.0,864049025991557,4.76,719463.00,9348402.00,12.69,0.00,0.00,0.00,0.00,0.00,0.00,8.00,593.75,2308.00,29.94,5.86,1227.00,1254.00,15.76,38.51,1431.00,0.00,40.42,454.50,0.00,1177400.00,1174600.00,1365.00,2.00,1048577.00,92.16,69.56,0.00,32.00,0.00,0.00,0.00,0.00,66.46,69.96,1.00,0.21,0.21,0.00,0.00,0.21,6.87,6.87,605.50,0.97,-4.00,5.00,0.00,0.23,0.00,6.22,93.36,70.66,0.00,100.46,642.86,1.00,1012.00,1516.00,3.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,32.36,57.16,42.50,3076.00,3076.00,0.34,0.26,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:31:57.0,0.0,0.0,864049025991557,4.76,719467.00,9348402.00,13.26,0.00,0.00,0.00,0.00,0.00,0.00,8.00,592.00,2228.50,29.03,5.86,1226.00,1257.00,16.16,43.04,1508.50,0.00,44.68,484.60,0.00,1240400.00,1250400.00,1359.00,2.00,1048577.00,95.96,72.36,0.00,32.00,0.00,0.00,0.00,0.00,71.76,72.56,1.00,0.22,0.22,0.00,0.00,0.22,6.87,6.87,634.75,0.97,4.00,5.00,0.00,0.29,0.00,8.50,97.06,72.96,0.00,101.76,639.86,1.00,1012.00,1534.00,3.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,33.26,57.56,61.00,3076.00,3076.00,0.31,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
